#Insert size (bp)	insert size
239.0	378.0
240.0	371.0
241.0	393.0
242.0	382.0
243.0	376.0
244.0	381.0
245.0	382.0
246.0	387.0
247.0	407.0
248.0	383.0
249.0	365.0
250.0	397.0
251.0	375.0
252.0	379.0
253.0	395.0
254.0	348.0
255.0	351.0
256.0	381.0
257.0	351.0
258.0	338.0
259.0	326.0
260.0	335.0
261.0	349.0
262.0	334.0
263.0	320.0
264.0	342.0
265.0	311.0
266.0	275.0
267.0	334.0
268.0	301.0
269.0	289.0
270.0	290.0
271.0	315.0
272.0	268.0
273.0	297.0
274.0	300.0
275.0	331.0
276.0	267.0
277.0	284.0
278.0	282.0
279.0	253.0
280.0	283.0
281.0	260.0
282.0	273.0
283.0	268.0
284.0	277.0
285.0	266.0
286.0	263.0
287.0	264.0
288.0	239.0
289.0	248.0
290.0	239.0
291.0	230.0
292.0	254.0
293.0	240.0
294.0	244.0
295.0	215.0
296.0	211.0
297.0	208.0
298.0	224.0
299.0	235.0
300.0	208.0
301.0	225.0
302.0	217.0
303.0	224.0
304.0	195.0
305.0	203.0
306.0	203.0
307.0	197.0
308.0	218.0
309.0	187.0
310.0	181.0
311.0	181.0
312.0	197.0
313.0	191.0
314.0	191.0
315.0	200.0
316.0	171.0
317.0	168.0
318.0	197.0
319.0	202.0
320.0	171.0
321.0	176.0
322.0	152.0
323.0	179.0
324.0	172.0
325.0	172.0
326.0	168.0
327.0	131.0
328.0	171.0
329.0	165.0
330.0	149.0
331.0	148.0
332.0	151.0
333.0	153.0
334.0	152.0
335.0	135.0
336.0	121.0
337.0	125.0
338.0	138.0
339.0	151.0
340.0	148.0
341.0	115.0
342.0	141.0
343.0	133.0
344.0	133.0
345.0	123.0
346.0	149.0
347.0	128.0
348.0	132.0
349.0	115.0
350.0	126.0
351.0	113.0
352.0	133.0
353.0	128.0
354.0	99.0
355.0	109.0
356.0	124.0
357.0	109.0
358.0	129.0
359.0	110.0
360.0	108.0
361.0	102.0
362.0	93.0
363.0	125.0
364.0	101.0
365.0	104.0
366.0	99.0
367.0	94.0
368.0	103.0
369.0	96.0
370.0	78.0
371.0	101.0
372.0	95.0
373.0	112.0
374.0	95.0
375.0	88.0
376.0	83.0
377.0	91.0
378.0	101.0
379.0	89.0
380.0	86.0
381.0	79.0
382.0	91.0
383.0	79.0
384.0	78.0
385.0	81.0
386.0	73.0
387.0	79.0
388.0	94.0
389.0	83.0
390.0	79.0
391.0	76.0
392.0	78.0
393.0	61.0
394.0	77.0
395.0	68.0
396.0	67.0
397.0	62.0
398.0	78.0
399.0	65.0
400.0	80.0
401.0	67.0
402.0	72.0
403.0	71.0
404.0	56.0
405.0	59.0
406.0	64.0
407.0	64.0
408.0	72.0
409.0	68.0
410.0	55.0
411.0	61.0
412.0	55.0
413.0	53.0
414.0	56.0
415.0	64.0
416.0	58.0
417.0	57.0
418.0	49.0
419.0	53.0
420.0	51.0
421.0	50.0
422.0	51.0
423.0	40.0
424.0	55.0
425.0	40.0
426.0	49.0
427.0	45.0
428.0	35.0
429.0	59.0
430.0	37.0
431.0	51.0
432.0	43.0
433.0	33.0
434.0	46.0
435.0	38.0
436.0	50.0
437.0	44.0
438.0	48.0
439.0	35.0
440.0	37.0
441.0	45.0
442.0	34.0
443.0	38.0
444.0	52.0
445.0	52.0
446.0	31.0
447.0	43.0
448.0	28.0
449.0	26.0
450.0	32.0
451.0	40.0
452.0	29.0
453.0	30.0
454.0	40.0
455.0	29.0
456.0	27.0
457.0	44.0
458.0	31.0
459.0	29.0
460.0	31.0
461.0	25.0
462.0	37.0
463.0	26.0
464.0	27.0
465.0	34.0
466.0	25.0
467.0	32.0
468.0	32.0
469.0	27.0
470.0	26.0
