#Insert size (bp)	insert size
352.0	294.0
353.0	328.0
354.0	296.0
355.0	295.0
356.0	312.0
357.0	277.0
358.0	310.0
359.0	288.0
360.0	293.0
361.0	274.0
362.0	291.0
363.0	265.0
364.0	269.0
365.0	309.0
366.0	300.0
367.0	257.0
368.0	262.0
369.0	251.0
370.0	276.0
371.0	273.0
372.0	241.0
373.0	262.0
374.0	234.0
375.0	251.0
376.0	261.0
377.0	221.0
378.0	258.0
379.0	251.0
380.0	205.0
381.0	223.0
382.0	220.0
383.0	246.0
384.0	233.0
385.0	226.0
386.0	223.0
387.0	237.0
388.0	244.0
389.0	217.0
390.0	224.0
391.0	198.0
392.0	238.0
393.0	223.0
394.0	199.0
395.0	227.0
396.0	200.0
397.0	200.0
398.0	204.0
399.0	208.0
400.0	205.0
401.0	177.0
402.0	178.0
403.0	184.0
404.0	196.0
405.0	139.0
406.0	183.0
407.0	175.0
408.0	198.0
409.0	188.0
410.0	171.0
411.0	172.0
412.0	179.0
413.0	171.0
414.0	147.0
415.0	179.0
416.0	162.0
417.0	154.0
418.0	137.0
419.0	146.0
420.0	134.0
421.0	139.0
422.0	140.0
423.0	133.0
424.0	134.0
425.0	152.0
426.0	139.0
427.0	144.0
428.0	114.0
429.0	146.0
430.0	154.0
431.0	128.0
432.0	130.0
433.0	120.0
434.0	152.0
435.0	131.0
436.0	125.0
437.0	137.0
438.0	119.0
439.0	113.0
440.0	110.0
441.0	112.0
442.0	126.0
443.0	124.0
444.0	134.0
445.0	113.0
446.0	124.0
447.0	114.0
448.0	117.0
449.0	119.0
450.0	99.0
451.0	104.0
452.0	98.0
453.0	100.0
454.0	103.0
455.0	88.0
456.0	96.0
457.0	78.0
458.0	113.0
459.0	97.0
460.0	101.0
461.0	95.0
462.0	122.0
463.0	95.0
464.0	85.0
465.0	87.0
466.0	74.0
467.0	80.0
468.0	89.0
469.0	93.0
470.0	90.0
471.0	104.0
472.0	84.0
473.0	92.0
474.0	83.0
475.0	91.0
476.0	86.0
477.0	81.0
478.0	89.0
479.0	82.0
480.0	86.0
481.0	73.0
482.0	80.0
483.0	78.0
484.0	69.0
485.0	77.0
486.0	87.0
487.0	65.0
488.0	70.0
489.0	74.0
490.0	68.0
491.0	63.0
492.0	81.0
493.0	74.0
494.0	67.0
495.0	74.0
496.0	70.0
497.0	64.0
498.0	57.0
499.0	51.0
500.0	63.0
501.0	51.0
502.0	70.0
503.0	59.0
504.0	55.0
505.0	58.0
506.0	61.0
507.0	54.0
508.0	62.0
509.0	47.0
510.0	44.0
511.0	56.0
512.0	61.0
513.0	51.0
514.0	54.0
515.0	56.0
516.0	48.0
